API,Well_Number,Symbol_Desc,Symbol,Reliab,Location_Source,Lat27,Long27,Lat83,Long83,Wellbore_Status,Last_Permit_Issued,Last_Permit_Operator_Number,Last_Permit_Operator,Last_Permit_Lease_Name,Total_Depth,Surface_Location,Abstract,Survey,Block,Section,Distance1,Direction1,Distance2,Direction2,Proration_Schedule,District,LeaseID,Operator_Number,Operator,Lease_Name,Field,Well_No,Well_Type,On_Schedule,plugDate,plugDepth,plugOperator,plugLeasename
43936241,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.7864175,-97.2699238,32.78654722,-97.27021655,OPEN,724351,147715,CHESAPEAKE OPERATING INC.,RLB,7202,Land,24,AKERS J,,,429,N,943,W,GAS,09,263612,842986,TEP BARNETT USA LLC,RLB,NEWARK EAST (BARNETT SHALE),   5H ,PRODUCING,YES,,,,
43936242,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.78658242,-97.27005358,32.78671211,-97.27034635,OPEN,724362,147715,CHESAPEAKE OPERATING INC.,RLB,7192,Land,24,AKERS J,,,369,N,903,W,GAS,09,264055,842986,TEP BARNETT USA LLC,RLB,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43936257,1H,Gas Well,5,40,Operator reported location - Distances and Plat,32.76960226,-97.24111818,32.76973259,-97.24141001,OPEN,724676,147715,CHESAPEAKE OPERATING INC.,WOODHAVEN,7444,Land,841,JONES E,,,106,N'LY N,549,N'LY W,GAS,09,265586,842986,TEP BARNETT USA LLC,WOODHAVEN,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43936257,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.76404335,-97.24402429,32.76417385,-97.24431616,OPEN,724676,147715,CHESAPEAKE OPERATING INC.,WOODHAVEN,7444,Land,841,JONES E,,,106,N'LY N,549,N'LY W,GAS,09,265586,842986,TEP BARNETT USA LLC,WOODHAVEN,NEWARK EAST (BARNETT SHALE),   1H ,PRODUCING,YES,,,,
43936259,3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.76786733,-97.23939344,32.76799764,-97.23968514,LOCATION,724677,147715,CHESAPEAKE OPERATING INC.,WOODHAVEN,0,Land,841,JONES E,,,91,N'LY N,549,N'LY W,,,,,,,,,,,,,,
43936259,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.76408458,-97.24402382,32.76421505,-97.24431566,LOCATION,724677,147715,CHESAPEAKE OPERATING INC.,WOODHAVEN,0,Land,841,JONES E,,,91,N'LY N,549,N'LY W,,,,,,,,,,,,,,
43936265,4H,Gas Well,5,40,Operator reported location - Distances and Plat,32.76983317,-97.23992377,32.76996349,-97.24021557,OPEN,724678,147715,CHESAPEAKE OPERATING INC.,WOODHAVEN,7481,Land,841,JONES E,,,97,N'LY N,568,N'LY W,GAS,09,265344,842986,TEP BARNETT USA LLC,WOODHAVEN,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936265,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.76399961,-97.24423944,32.76413005,-97.24453126,OPEN,724678,147715,CHESAPEAKE OPERATING INC.,WOODHAVEN,7481,Land,841,JONES E,,,97,N'LY N,568,N'LY W,GAS,09,265344,842986,TEP BARNETT USA LLC,WOODHAVEN,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936279,2H,Shut-In Gas,20,40,Operator reported location - Distances and Plat,32.74756411,-97.24592817,32.74769502,-97.24622002,OPEN,725132,147715,CHESAPEAKE OPERATING INC.,BRASSIE,7524,Land,841,JONES E,,,161,N,515,W,GAS,09,265924,842986,TEP BARNETT USA LLC,BREES,NEWARK EAST (BARNETT SHALE),   2H ,TEMP ABANDONED,YES,,,,
43936279,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.76389344,-97.24413664,32.76402385,-97.24442846,OPEN,725132,147715,CHESAPEAKE OPERATING INC.,BRASSIE,7524,Land,841,JONES E,,,161,N,515,W,GAS,09,265924,842986,TEP BARNETT USA LLC,BREES,NEWARK EAST (BARNETT SHALE),   2H ,TEMP ABANDONED,YES,,,,
43936280,B3H,Permitted Location,2,55,Coordinates - Operator reported,32.75740296,-97.23850304,32.75753364,-97.23879466,LOCATION,725134,147715,CHESAPEAKE OPERATING INC.,BRASSIE,0,Land,841,E JONES,,,101,N,519,W,,,,,,,,,,,,,,
43936280,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.76398896,-97.24439704,32.76411945,-97.24468887,LOCATION,725134,147715,CHESAPEAKE OPERATING INC.,BRASSIE,0,Land,841,E JONES,,,101,N,519,W,,,,,,,,,,,,,,
43936281,4H,Gas Well,5,40,Operator reported location - Distances and Plat,32.74643815,-97.24467451,32.74656916,-97.24496628,OPEN,725136,147715,CHESAPEAKE OPERATING INC.,BRASSIE,7507,Land,841,JONES E,,,141,N,546,W,GAS,09,265048,842986,TEP BARNETT USA LLC,BREES,NEWARK EAST (BARNETT SHALE),   4H ,TEMP ABANDONED,YES,,,,
43936281,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.76388096,-97.24431104,32.76401145,-97.24460286,OPEN,725136,147715,CHESAPEAKE OPERATING INC.,BRASSIE,7507,Land,841,JONES E,,,141,N,546,W,GAS,09,265048,842986,TEP BARNETT USA LLC,BREES,NEWARK EAST (BARNETT SHALE),   4H ,TEMP ABANDONED,YES,,,,
43936284,1H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.74639956,-97.24820182,32.74653056,-97.24849368,LOCATION,725210,147715,CHESAPEAKE OPERATING INC.,BRASSIE,0,Land,841,JONES E,,,131,N,517,W,,,,,,,,,,,,,,
43936284,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.76390692,-97.24440607,32.76403735,-97.24469797,LOCATION,725210,147715,CHESAPEAKE OPERATING INC.,BRASSIE,0,Land,841,JONES E,,,131,N,517,W,,,,,,,,,,,,,,
43936286,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.78748162,-97.27526328,32.78761126,-97.27555621,OPEN,725274,147715,CHESAPEAKE OPERATING INC.,YORK,7207,Land,1654,WALKER J,,,2168,S,697,E,GAS,09,264334,842986,TEP BARNETT USA LLC,YORK,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936292,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.7874024,-97.27543066,32.78753206,-97.27572361,OPEN,725336,147715,CHESAPEAKE OPERATING INC.,SASHA,7185,Land,1654,WALKER J,,,750,E,2138,S,GAS,09,264374,842986,TEP BARNETT USA LLC,SASHA,NEWARK EAST (BARNETT SHALE),   3H ,PRODUCING,YES,,,,
43936293,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.78740158,-97.27533304,32.78753126,-97.27562591,OPEN,725337,147715,CHESAPEAKE OPERATING INC.,SASHA,7177,Land,1654,WALKER J,,,720,E,2138,S,GAS,09,264982,842986,TEP BARNETT USA LLC,SASHA,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936298,5H,Gas Well,5,40,Operator reported location - Distances and Plat,32.7827011,-97.28716875,32.78283083,-97.28746203,OPEN,725339,147715,CHESAPEAKE OPERATING INC.,SASHA,7135,Land,1654,WALKER J,,,705,E,2138,S,GAS,09,265030,842986,TEP BARNETT USA LLC,SASHA,NEWARK EAST (BARNETT SHALE),   5H ,PRODUCING,YES,,,,
43936298,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.78740118,-97.27528423,32.78753086,-97.27557711,OPEN,725339,147715,CHESAPEAKE OPERATING INC.,SASHA,7135,Land,1654,WALKER J,,,705,E,2138,S,GAS,09,265030,842986,TEP BARNETT USA LLC,SASHA,NEWARK EAST (BARNETT SHALE),   5H ,PRODUCING,YES,,,,
43936299,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.78740199,-97.27538185,32.78753166,-97.27567481,OPEN,725340,147715,CHESAPEAKE OPERATING INC.,SASHA,7167,Land,1654,WALKER J,,,735,E,2138,S,GAS,09,264964,842986,TEP BARNETT USA LLC,SASHA,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43936304,3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.76904644,-97.24937658,32.7691767,-97.24966864,LOCATION,725473,147715,CHESAPEAKE OPERATING INC.,WHITE LAKE HILLS,0,Land,841,JONES E,,,146,N,516,W,,,,,,,,,,,,,,
43936304,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.76386696,-97.24441104,32.76399745,-97.24470287,LOCATION,725473,147715,CHESAPEAKE OPERATING INC.,WHITE LAKE HILLS,0,Land,841,JONES E,,,146,N,516,W,,,,,,,,,,,,,,
43936305,4H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.76916476,-97.25184334,32.76929509,-97.25213542,LOCATION,725475,147715,CHESAPEAKE OPERATING INC.,WHITE LAKE HILLS,0,Land,841,JONES E,,,116,N,518,W,,,,,,,,,,,,,,
43936305,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.76394696,-97.24440304,32.76407745,-97.24469487,LOCATION,725475,147715,CHESAPEAKE OPERATING INC.,WHITE LAKE HILLS,0,Land,841,JONES E,,,116,N,518,W,,,,,,,,,,,,,,
43936336,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.78378213,-97.23147078,32.783912,-97.23176241,LOCATION,726582,147715,CHESAPEAKE OPERATING INC.,PARROT,0,Land,960,LARGENT H F,,,1261,N,2101,W,,,,,,,,,,,,,,
43936337,3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.78920202,-97.24290391,32.78933174,-97.24319588,LOCATION,726584,147715,CHESAPEAKE OPERATING INC.,PARROT,0,Land,960,LARGENT H F,,,1276,N,2102,W,,,,,,,,,,,,,,
43936337,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.78374099,-97.23148008,32.7838709,-97.23177171,LOCATION,726584,147715,CHESAPEAKE OPERATING INC.,PARROT,0,Land,960,LARGENT H F,,,1276,N,2102,W,,,,,,,,,,,,,,
43936369,3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.73167258,-97.25333146,32.73180404,-97.25362349,LOCATION,727335,147715,CHESAPEAKE OPERATING INC.,LOUIS,0,Land,33,AHLERS P H,,,1138,W,570,S,,,,,,,,,,,,,,
43936369,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.73264301,-97.24976471,32.73277442,-97.25005659,LOCATION,727335,147715,CHESAPEAKE OPERATING INC.,LOUIS,0,Land,33,AHLERS P H,,,1138,W,570,S,,,,,,,,,,,,,,
43936370,4H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.73741766,-97.26244435,32.73754888,-97.26273658,LOCATION,727337,147715,CHESAPEAKE OPERATING INC.,LOUIS,0,Land,33,AHLERS P H,,,1138,W,600,S,,,,,,,,,,,,,,
43936370,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.73272169,-97.24976298,32.73285312,-97.25005489,LOCATION,727337,147715,CHESAPEAKE OPERATING INC.,LOUIS,0,Land,33,AHLERS P H,,,1138,W,600,S,,,,,,,,,,,,,,
43936380,3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.73602083,-97.28861618,32.73615187,-97.28890927,LOCATION,727599,147715,CHESAPEAKE OPERATING INC.,MADDOX-BADGER,0,Land,418,DAVIS J,,,2200,S,320,E,,,,,,,,,,,,,,
43936386,2H,Gas Well,5,40,Operator reported location - Distances and Plat,32.72762714,-97.27709351,32.72775853,-97.2773862,OPEN,727653,147715,CHESAPEAKE OPERATING INC.,MADDOX-BADGER,7247,Land,418,DAVIS J,,,324,E,2244,S,GAS,09,266011,842986,TEP BARNETT USA LLC,SUBLETT,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43936395,2H,Gas Well,5,40,Operator reported location - Distances and Plat,32.7454273,-97.24801376,32.74555829,-97.24830567,OPEN,727862,147715,CHESAPEAKE OPERATING INC.,MILES,7543,Land,33,AHLERS P H,,,690,S,1138,W,GAS,09,264972,842986,TEP BARNETT USA LLC,MILES,NEWARK EAST (BARNETT SHALE),   2H ,TEMP ABANDONED,YES,,,,
43936395,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.7329691,-97.24975755,32.73310051,-97.25004939,OPEN,727862,147715,CHESAPEAKE OPERATING INC.,MILES,7543,Land,33,AHLERS P H,,,690,S,1138,W,GAS,09,264972,842986,TEP BARNETT USA LLC,MILES,NEWARK EAST (BARNETT SHALE),   2H ,TEMP ABANDONED,YES,,,,
43936405,2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.74299951,-97.26360477,32.74313049,-97.26389713,LOCATION,728169,147715,CHESAPEAKE OPERATING INC.,LOUIS,0,Land,33,AHLERS P H,,,1152,W,565,S,,,,,,,,,,,,,,
43936405,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.73262955,-97.24971946,32.73276092,-97.25001139,LOCATION,728169,147715,CHESAPEAKE OPERATING INC.,LOUIS,0,Land,33,AHLERS P H,,,1152,W,565,S,,,,,,,,,,,,,,
43936406,2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.73702897,-97.22734066,32.73716029,-97.22763195,LOCATION,728172,147715,CHESAPEAKE OPERATING INC.,ELLA,0,Land,33,AHLERS P H,,,554,S,1180,W,,,,,,,,,,,,,,
43936406,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.73259986,-97.24962904,32.73273132,-97.24992089,LOCATION,728172,147715,CHESAPEAKE OPERATING INC.,ELLA,0,Land,33,AHLERS P H,,,554,S,1180,W,,,,,,,,,,,,,,
43936416,3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.73705857,-97.23363384,32.73718989,-97.23392523,LOCATION,728180,147715,CHESAPEAKE OPERATING INC.,ELLA,0,Land,33,AHLERS P H,,,584,S,1180,W,,,,,,,,,,,,,,
43936416,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.73268234,-97.24962723,32.73281372,-97.24991909,LOCATION,728180,147715,CHESAPEAKE OPERATING INC.,ELLA,0,Land,33,AHLERS P H,,,584,S,1180,W,,,,,,,,,,,,,,
43936422,2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.74514144,-97.23200582,32.74527242,-97.23229721,LOCATION,728796,147715,CHESAPEAKE OPERATING INC.,LENA,0,Land,33,AHLERS P H,,,674,S,1484,E,,,,,,,,,,,,,,
43936422,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.73292514,-97.24971989,32.73305651,-97.25001179,LOCATION,728796,147715,CHESAPEAKE OPERATING INC.,LENA,0,Land,33,AHLERS P H,,,674,S,1484,E,,,,,,,,,,,,,,
43936424,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.78927939,-97.25887715,32.78940909,-97.25916964,LOCATION,728840,147715,CHESAPEAKE OPERATING INC.,SNOW,0,Land,25,AKERS T,,,1020,E,612,S,,,,,,,,,,,,,,
43936425,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.78929313,-97.25883137,32.78942279,-97.25912384,LOCATION,728883,147715,CHESAPEAKE OPERATING INC.,SNOW,0,Land,25,AKERS T,,,1006,E,617,S,,,,,,,,,,,,,,
43936436,3H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.73416081,-97.24367023,32.73429218,-97.24396192,LOCATION,729290,147715,CHESAPEAKE OPERATING INC.,LENA,0,Land,33,AHLERS P H,,,649,S,1166,W,,,,,,,,,,,,,,
43936436,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.73286078,-97.24966885,32.73299222,-97.24996079,LOCATION,729290,147715,CHESAPEAKE OPERATING INC.,LENA,0,Land,33,AHLERS P H,,,649,S,1166,W,,,,,,,,,,,,,,
43936463,2H,Canceled / Abandoned Location,9,40,Operator reported location - Distances and Plat,32.73339105,-97.28317067,32.73352229,-97.2834636,LOCATION,730168,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,134,S,407,W,,,,,,,,,,,,,,
43936463,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.74296566,-97.29036593,32.74309652,-97.29065904,LOCATION,730168,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,134,S,407,W,,,,,,,,,,,,,,
43936464,3H,Canceled / Abandoned Location,9,40,Operator reported location - Distances and Plat,32.73202594,-97.28437802,32.73215713,-97.28467093,LOCATION,730170,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,139,S,393,W,,,,,,,,,,,,,,
43936464,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.74297995,-97.29041147,32.74311072,-97.29070464,LOCATION,730170,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,139,S,393,W,,,,,,,,,,,,,,
43936466,4H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.73887316,-97.28547266,32.73900419,-97.28576568,LOCATION,730171,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,169,S,397,W,,,,,,,,,,,,,,
43936466,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.74306227,-97.2903985,32.74319311,-97.29069164,LOCATION,730171,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,169,S,397,W,,,,,,,,,,,,,,
43936508,5H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.73627981,-97.29041808,32.73641085,-97.29071122,LOCATION,730195,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,173,S,383,W,,,,,,,,,,,,,,
43936508,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.74307381,-97.29044404,32.74320461,-97.29073714,LOCATION,730195,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,173,S,383,W,,,,,,,,,,,,,,
43936842,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.76340196,-97.29731604,32.76353218,-97.29760943,LOCATION,768167,147715,CHESAPEAKE OPERATING INC.,PVI UNIT,0,Land,1659,WALLER B E,,,594,NORTH,1894,EAST,,,,,,,,,,,,,,
43936843,4H,Gas Well,5,40,Operator reported location - Distances and Plat,32.76628839,-97.28400114,32.76641858,-97.28429415,OPEN,768169,147715,CHESAPEAKE OPERATING INC.,PVI UNIT,7241,Land,1659,WALLER B E,,,579,NORTH,1894,EAST,GAS,09,271260,842986,TEP BARNETT USA LLC,PVI UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936843,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.76358891,-97.2977944,32.76371907,-97.29808784,OPEN,768169,147715,CHESAPEAKE OPERATING INC.,PVI UNIT,7241,Land,1659,WALLER B E,,,579,NORTH,1894,EAST,GAS,09,271260,842986,TEP BARNETT USA LLC,PVI UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43936857,2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.73339105,-97.28317067,32.73352229,-97.2834636,LOCATION,770045,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,169,S,397,W,,,,,,,,,,,,,,
43936857,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.74306115,-97.29039791,32.74319202,-97.29069104,LOCATION,770045,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,0,Land,431,DAGGETT E M,,,169,S,397,W,,,,,,,,,,,,,,
43936858,3H,Gas Well,5,40,Operator reported location - Distances and Plat,32.73083701,-97.28596437,32.73096827,-97.28625737,OPEN,770046,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,7174,Land,431,DAGGETT E M,,,140,S,378,W,GAS,09,274700,842986,TEP BARNETT USA LLC,ROBINSON BARNEY,NEWARK EAST (BARNETT SHALE),   3H ,PRODUCING,YES,,,,
43936858,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.74298328,-97.29046026,32.74311412,-97.29075344,OPEN,770046,147715,CHESAPEAKE OPERATING INC.,ROBINSON BARNEY,7174,Land,431,DAGGETT E M,,,140,S,378,W,GAS,09,274700,842986,TEP BARNETT USA LLC,ROBINSON BARNEY,NEWARK EAST (BARNETT SHALE),   3H ,PRODUCING,YES,,,,
43936861,2H,Permitted Location,2,40,Operator reported location - Distances and Plat,32.74714852,-97.29829144,32.74727912,-97.29858478,LOCATION,770351,147715,CHESAPEAKE OPERATING INC.,HICKMAN,0,Land,431,DAGGETT E M,,,369,W,177,S,,,,,,,,,,,,,,
43936861,,Horizontal Drainhole,86,,Operator reported location - Distances and Plat,32.74308535,-97.29048958,32.74321621,-97.29078274,LOCATION,770351,147715,CHESAPEAKE OPERATING INC.,HICKMAN,0,Land,431,DAGGETT E M,,,369,W,177,S,,,,,,,,,,,,,,
43936863,6H,Gas Well,5,40,Operator reported location - Distances and Plat,32.7544179,-97.28386289,32.7545484,-97.28415588,OPEN,770783,147715,CHESAPEAKE OPERATING INC.,GATEWAY PARK,7161,Land,431,DAGGETT E M,,,934,N,278,E,GAS,09,272431,842986,TEP BARNETT USA LLC,GATEWAY PARK,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43936863,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.74850296,-97.28207804,32.74863368,-97.2823709,OPEN,770783,147715,CHESAPEAKE OPERATING INC.,GATEWAY PARK,7161,Land,431,DAGGETT E M,,,934,N,278,E,GAS,09,272431,842986,TEP BARNETT USA LLC,GATEWAY PARK,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
43936864,7H,Gas Well,5,40,Operator reported location - Distances and Plat,32.75906212,-97.27898408,32.75919251,-97.27927696,OPEN,770785,147715,CHESAPEAKE OPERATING INC.,GATEWAY PARK,7198,Land,431,DAGGETT E M,,,931,N,249,E,GAS,09,272427,842986,TEP BARNETT USA LLC,GATEWAY PARK,NEWARK EAST (BARNETT SHALE),   7H ,PRODUCING,YES,,,,
43936864,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.74851096,-97.28198104,32.74864168,-97.2822739,OPEN,770785,147715,CHESAPEAKE OPERATING INC.,GATEWAY PARK,7198,Land,431,DAGGETT E M,,,931,N,249,E,GAS,09,272427,842986,TEP BARNETT USA LLC,GATEWAY PARK,NEWARK EAST (BARNETT SHALE),   7H ,PRODUCING,YES,,,,
43936865,8H,Gas Well,5,40,Operator reported location - Distances and Plat,32.75682895,-97.2818203,32.75695935,-97.28211323,OPEN,770786,147715,CHESAPEAKE OPERATING INC.,GATEWAY PARK,7218,Land,431,DAGGETT E M,,,933,N,263,E,GAS,09,272425,842986,TEP BARNETT USA LLC,GATEWAY PARK,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43936865,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.74850796,-97.28203104,32.74863868,-97.2823239,OPEN,770786,147715,CHESAPEAKE OPERATING INC.,GATEWAY PARK,7218,Land,431,DAGGETT E M,,,933,N,263,E,GAS,09,272425,842986,TEP BARNETT USA LLC,GATEWAY PARK,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43937053,7H,Gas Well,5,40,Operator reported location - Distances and Plat,32.73028969,-97.23700897,32.73042121,-97.23730051,OPEN,798372,882575,VANTAGE FORT WORTH ENERGY LLC,ROSEDALE NORTH,7335,Land,269,CREARY J A,,,417,W,3319,N,GAS,09,278328,743223,SAGE NATURAL RESOURCES LLC,ROSEDALE NORTH MIPA-5,NEWARK EAST (BARNETT SHALE),   7H ,PRODUCING,YES,,,,
43937058,8H,Gas Well,5,55,Coordinates - Operator reported,32.73000686,-97.23375926,32.73013842,-97.23405071,OPEN,798373,882575,VANTAGE FORT WORTH ENERGY LLC,ROSEDALE NORTH MIPA,7452,Land,269,CREARY J A,,,407,W,3319,N,GAS,09,278012,743223,SAGE NATURAL RESOURCES LLC,ROSEDALE NORTH MIPA-6,NEWARK EAST (BARNETT SHALE),   8H ,PRODUCING,YES,,,,
43937059,5H,Gas Well,5,40,Operator reported location - Distances and Plat,32.74660726,-97.25379298,32.74673822,-97.25408505,OPEN,799370,945936,XTO ENERGY INC.,MB B UNIT,7365,Land,148,BLACKWELL J,,,1278,W,70,S,GAS,09,278409,945936,XTO ENERGY INC.,MB B UNIT,NEWARK EAST (BARNETT SHALE),   5H ,PRODUCING,YES,,,,
43937059,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.75866385,-97.26467504,32.7587943,-97.26496743,OPEN,799370,945936,XTO ENERGY INC.,MB B UNIT,7365,Land,148,BLACKWELL J,,,1278,W,70,S,GAS,09,278409,945936,XTO ENERGY INC.,MB B UNIT,NEWARK EAST (BARNETT SHALE),   5H ,PRODUCING,YES,,,,
43937060,4H,Gas Well,5,40,Operator reported location - Distances and Plat,32.74663853,-97.25989657,32.74676938,-97.26018883,OPEN,799504,945936,XTO ENERGY INC.,MB A UNIT,7279,Land,148,BLACKWELL J,,,128,S,1289,W,GAS,09,280513,945936,XTO ENERGY INC.,MB A UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43937060,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.75856941,-97.26463893,32.75869991,-97.26493133,OPEN,799504,945936,XTO ENERGY INC.,MB A UNIT,7279,Land,148,BLACKWELL J,,,128,S,1289,W,GAS,09,280513,945936,XTO ENERGY INC.,MB A UNIT,NEWARK EAST (BARNETT SHALE),   4H ,PRODUCING,YES,,,,
43937061,2H,Gas Well,5,40,Operator reported location - Distances and Plat,32.74653527,-97.25543217,32.74666622,-97.2557243,OPEN,799517,945936,XTO ENERGY INC.,MB B UNIT,7375,Land,148,BLACKWELL J,,,58,S,1281,W,GAS,09,278406,945936,XTO ENERGY INC.,MB B UNIT,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43937061,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.7586333,-97.26466393,32.7587638,-97.26495633,OPEN,799517,945936,XTO ENERGY INC.,MB B UNIT,7375,Land,148,BLACKWELL J,,,58,S,1281,W,GAS,09,278406,945936,XTO ENERGY INC.,MB B UNIT,NEWARK EAST (BARNETT SHALE),   2H ,PRODUCING,YES,,,,
43937062,5H,Gas Well,5,40,Operator reported location - Distances and Plat,32.74657624,-97.25743251,32.7467071,-97.25772466,OPEN,799518,945936,XTO ENERGY INC.,MB A UNIT,7286,Land,148,BLACKWELL J,,,1285,W,139,S,GAS,09,279268,945936,XTO ENERGY INC.,MB A UNIT,NEWARK EAST (BARNETT SHALE),   5H ,PRODUCING,YES,,,,
43937062,,Horizontal Drainhole,86,,Coordinates - Operator reported,32.75859996,-97.26465282,32.7587305,-97.26494523,OPEN,799518,945936,XTO ENERGY INC.,MB A UNIT,7286,Land,148,BLACKWELL J,,,1285,W,139,S,GAS,09,279268,945936,XTO ENERGY INC.,MB A UNIT,NEWARK EAST (BARNETT SHALE),   5H ,PRODUCING,YES,,,,
43937077,6H,Gas Well,5,40,Operator reported location - Distances and Plat,32.73052312,-97.2398671,32.7306546,-97.24015869,OPEN,802577,882575,VANTAGE FORT WORTH ENERGY LLC,ROSEDALE NORTH MIPA,7466,Land,269,CREARY J A,,,457,W,3319,N,GAS,09,278751,743223,SAGE NATURAL RESOURCES LLC,ROSEDALE NORTH MIPA 4,NEWARK EAST (BARNETT SHALE),   6H ,PRODUCING,YES,,,,
